date,city,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
2020/4/9,Houston,5.8,1.57,0,80,91,67
2020/4/9,LA,8.7,0.88,,55,57,51
2020/4/9,Miami,8.5,0,,82,94,74
2020/4/9,NYC,14.8,0.26,0,52,58,44
2020/4/9,Phoenix,4.7,0,,63,74,54
2020/4/9,SF,6.9,0,,56,65,50
2020/4/9,Seattle,7.8,0,0,54,69,42
2020/4/10,Atlanta,14.5,0,0,60,62,45
2020/4/10,Boston,18.1,0.01,0,43,48,38
2020/4/10,Chicago,9.6,0,0,40,50,33
2020/4/10,Honolulu,6.3,0,,76,82,69
2020/4/10,Houston,10.3,0,0,70,74,62
2020/4/10,LA,6.9,0.23,,55,67,52
2020/4/10,Miami,8.5,0,,83,95,75
2020/4/10,NYC,21.9,0.01,0,45,49,39
2020/4/10,Phoenix,5.1,0,,65,79,53
2020/4/10,SF,13.2,0,,58,63,53
2020/4/10,Seattle,6.9,0,0,55,64,44
2020/4/12,Atlanta,10.7,0.18,0,60,75,50
2020/4/12,Boston,10.7,0,0,47,60,35
2020/4/12,Chicago,9.6,0.13,0,56,66,49
2020/4/12,Honolulu,8.7,0,,76,84,69
2020/4/12,Houston,11.4,0.01,0,79,92,66
2020/4/12,LA,6.3,0.02,,60,62,59
2020/4/12,Miami,14.3,0,,81,88,78
2020/4/12,NYC,10.5,0,0,53,62,43
2020/4/12,Phoenix,7.8,0,,62,77,52
2020/4/12,SF,8.3,0,,55,62,52
2020/4/12,Seattle,8.5,0,0,50,60,37
2020/4/13,Atlanta,12.8,0.72,0,69,74,55
2020/4/13,Boston,22.4,0.56,0,55,60,51
2020/4/13,Chicago,17,0.02,0,45,56,34
2020/4/13,Honolulu,8.5,0,,77,85,73
2020/4/13,Houston,13,0,0,65,70,51
2020/4/13,LA,8.1,0,,61,65,57
2020/4/13,Miami,11.6,0,,84,89,80
2020/4/13,NYC,19,1.72,0,57,69,53
2020/4/13,Phoenix,6.9,0,,68,78,59
2020/4/13,SF,8.5,0,,56,68,47
2020/4/13,Seattle,5.8,0,0,50,64,38
2020/4/14,Atlanta,9.6,0,0,59,72,47
2020/4/14,Boston,10.3,0,0,53,58,45
2020/4/14,Chicago,12.3,0,0,35,41,30
2020/4/14,Honolulu,5.4,1.6,,76,81,68
2020/4/14,Houston,11.9,0,0,58,71,48
2020/4/14,LA,6.7,0,,60,67,55
2020/4/14,Miami,9.2,0,,83,91,79
2020/4/14,NYC,12.5,0,0,56,60,48
2020/4/14,Phoenix,8.5,0,,68,80,59
2020/4/14,SF,7.2,0,,58,77,47
2020/4/14,Seattle,7.8,0,0,53,64,42
2020/4/15,Atlanta,12.8,0,0,53,62,41
2020/4/15,Boston,9.6,0,0,47,53,38
2020/4/15,Chicago,8.3,0.1,1.7,33,40,27
2020/4/15,Honolulu,9.8,0,,78,86,74
2020/4/15,Houston,7.2,0,0,59,72,47
2020/4/15,LA,6.9,0,,65,79,55
2020/4/15,Miami,9.2,0,,85,93,80
2020/4/15,NYC,12.5,0,0,49,53,43
2020/4/15,Phoenix,4.9,0,,70,83,55
2020/4/15,SF,8.5,0,,61,73,50
2020/4/15,Seattle,6.9,0,0,54,66,49
2020/4/16,Atlanta,6.5,0,0,55,69,42
2020/4/16,Boston,12.3,0,0,42,47,34
2020/4/16,Chicago,9.2,0,0,37,47,28
2020/4/16,Honolulu,13,0,,78,85,73
2020/4/16,Houston,10.1,0,0,61,75,48
2020/4/16,LA,7.6,0,,64,70,55
2020/4/16,Miami,6.9,0,,83,91,77
2020/4/16,NYC,18.6,0,0,47,49,40
2020/4/16,Phoenix,6.9,0,,71,86,56
2020/4/16,SF,9.8,0,,56,62,52
2020/4/16,Seattle,6.3,0,0,57,70,44
2020/4/18,Atlanta,10.7,0.18,0,64,70,53
2020/4/18,Boston,10.3,0.67,0.7,38,41,32
2020/4/18,Chicago,16.3,0,0,44,59,34
2020/4/18,Honolulu,9.6,0,,76,84,70
2020/4/18,Houston,8.1,1.14,0,69,76,61
2020/4/18,LA,11.4,0,,62,67,60
2020/4/18,Miami,6,0,,83,93,76
2020/4/18,NYC,10.5,0.2,0,44,47,42
2020/4/18,Phoenix,7.4,0,,70,80,58
2020/4/18,SF,9.2,0,,58,65,54
2020/4/18,Seattle,5.8,0.05,0,54,57,48
2020/4/19,Atlanta,6.3,2.46,0,53,54,47
2020/4/19,Boston,15,0,0,46,61,37
2020/4/19,Chicago,11.2,0,0,53,62,39
2020/4/19,Honolulu,5.4,0,,76,81,68
2020/4/19,Houston,6.7,0.84,0,73,83,66
2020/4/19,LA,11.2,0,,62,67,59
2020/4/19,Miami,7.4,0,,83,91,75
2020/4/19,NYC,12.3,0,0,50,63,42
2020/4/19,Phoenix,5.8,0,,71,83,59
2020/4/19,SF,8.1,0,,58,65,52
2020/4/19,Seattle,6,0,0,53,65,48
2020/4/20,Atlanta,11.4,0.5,0,60,71,54
2020/4/20,Boston,9.4,0,0,48,51,38
2020/4/20,Chicago,12.5,0.04,0,48,64,36
2020/4/20,Honolulu,5.1,0,,75,81,68
2020/4/20,Houston,6,0,0,72,84,63
2020/4/20,LA,12.1,0,,62,67,57
2020/4/20,Miami,12.8,0,,86,97,80
2020/4/20,NYC,7.2,0,0,54,57,49
2020/4/20,Phoenix,8.1,0,,75,87,62
2020/4/20,SF,13,0,,57,62,54
2020/4/20,Seattle,6,0,0,55,67,45
2020/4/21,Atlanta,11.2,0,0,63,75,53
2020/4/21,Boston,16.6,0.33,0,43,54,34
2020/4/21,Chicago,14.5,0,0,47,53,36
2020/4/21,Honolulu,4.9,0,,76,81,70
2020/4/21,Houston,8.5,0,0,74,86,67
2020/4/21,LA,7.4,0,,62,70,57
2020/4/21,Miami,7.4,0,,85,94,75
2020/4/21,NYC,15.4,0.33,0,52,60,41
2020/4/21,Phoenix,6.7,0,,75,83,63
2020/4/21,SF,15.9,0,,56,65,52
2020/4/21,Seattle,9.2,0,0,53,58,47
2020/4/22,Atlanta,6,0.04,0,62,72,49
2020/4/22,Boston,19.7,0,0,39,44,34
2020/4/22,Chicago,6.9,0.06,0,46,63,40
2020/4/22,Honolulu,6.9,0,,75,83,68
2020/4/22,Houston,10.5,0,0,76,84,71
2020/4/22,LA,8.5,0,,65,81,57
2020/4/22,Miami,8.3,0,,80,90,70
2020/4/22,NYC,18.1,0,0,44,51,38
2020/4/22,Phoenix,5.8,0,,74,91,61
2020/4/22,SF,15.2,0,,58,70,50
2020/4/22,Seattle,5.8,0.5,0,52,54,49
2020/4/23,Atlanta,11.9,0.74,0,59,66,54
2020/4/23,Boston,12.5,0,0,42,55,34
2020/4/23,Chicago,7.6,0,0,50,57,43
2020/4/23,Honolulu,13.4,0,,79,83,75
2020/4/23,Houston,9.4,0,0,81,88,62
2020/4/23,LA,6.3,0,,72,86,61
2020/4/23,Miami,13.9,0,,83,88,79
2020/4/23,NYC,7.8,0.13,0,45,50,41
2020/4/23,Phoenix,8.1,0,,81,97,65
2020/4/23,SF,18.6,0,,60,71,54
2020/4/23,Seattle,8.5,0.3,0,52,59,48
2020/4/24,Atlanta,8.5,0,0,64,72,58
2020/4/24,Boston,9.2,0.21,0,44,45,39
2020/4/24,Chicago,9.8,0,0,45,50,40
2020/4/24,Honolulu,12.8,0,,77,84,73
2020/4/24,Houston,8.5,0.11,0,74,92,59
2020/4/24,LA,7.6,0,,71,85,63
2020/4/24,Miami,12.3,0,,86,95,79
2020/4/24,NYC,12.1,0.48,0,47,50,43
2020/4/24,Phoenix,6.5,0,,84,98,69
2020/4/24,SF,12.5,0,,61,73,52
2020/4/24,Seattle,3.8,0,0,53,60,47
2020/4/25,Atlanta,8.9,0,0,65,80,55
2020/4/25,Boston,7.6,0,0,45,53,37
2020/4/25,Chicago,12.8,0.19,0,44,47,42
2020/4/25,Honolulu,11.4,0,,78,85,72
2020/4/25,Houston,8.3,0,0,73,81,64
2020/4/25,LA,6,0,,73,84,63
2020/4/25,Miami,7.8,0.02,,83,92,77
2020/4/25,NYC,5.8,0,0,52,64,43
2020/4/25,Phoenix,5.1,0,,85,99,70
2020/4/25,SF,12.3,0,,63,78,52
2020/4/25,Seattle,11.6,0.59,0,56,62,49
2020/4/26,Atlanta,14.8,0,0,62,69,51
2020/4/26,Boston,15,0.22,0,45,47,41
2020/4/26,Chicago,11.4,0,0,49,63,41
2020/4/26,Honolulu,12.8,0,,78,85,73
2020/4/26,Houston,4.9,0,0,71,86,55
2020/4/26,LA,6,0,,67,74,58
2020/4/26,Miami,5.1,1.37,,80,87,68
2020/4/26,NYC,15.9,0.07,0,49,50,43
2020/4/26,Phoenix,6.7,0,,87,102,71
2020/4/26,SF,17.9,0,,59,68,52
2020/4/26,Seattle,7.2,0.12,0,53,62,45
2020/4/27,Atlanta,9.4,0,0,58,73,46
2020/4/27,Boston,22.8,0.6,0,41,42,37
2020/4/27,Chicago,9.2,0.16,0,53,68,40
2020/4/27,Honolulu,10.5,0.01,,78,85,72
2020/4/27,Houston,12.3,0,0,72,84,58
2020/4/27,LA,5.8,0,,66,73,61
2020/4/27,Miami,7.4,0,,78,87,71
2020/4/27,NYC,14.3,0,0,45,49,40
2020/4/27,Phoenix,7.4,0,,88,102,73
2020/4/27,SF,20.1,0,,60,71,52
2020/4/27,Seattle,10.7,0.09,0,55,63,48
2020/4/28,Atlanta,5.6,0,0,65,79,53
2020/4/28,Boston,10.3,0.01,0,40,44,38
2020/4/28,Chicago,7.4,0.27,0,61,76,48
2020/4/28,Honolulu,11.4,0,,78,85,73
2020/4/28,Houston,10.3,0,0,77,84,74
2020/4/28,LA,6,0,,68,75,62
2020/4/28,Miami,9.8,0,,77,83,70
2020/4/28,NYC,8.9,0,0,51,66,43
2020/4/28,Phoenix,5.1,0,,86,101,69
2020/4/28,SF,14.5,0,,61,70,52
2020/4/28,Seattle,5.1,0,0,53,63,45
2020/4/29,Atlanta,10.3,0.34,0,65,71,57
2020/4/29,Boston,9.8,0,0,44,49,38
2020/4/29,Chicago,10.7,1.89,0,56,61,43
2020/4/29,Honolulu,12.8,0.01,,77,83,71
2020/4/29,Houston,10.5,0.92,0,75,83,62
2020/4/29,LA,6.3,0,,65,71,62
2020/4/29,Miami,11.6,0,,80,87,74
2020/4/29,NYC,12.5,0.01,0,51,57,46
2020/4/29,Phoenix,5.6,0,,88,104,73
2020/4/29,SF,17.7,0,,57,65,53
2020/4/29,Seattle,9.8,0.04,0,56,70,49
2020/4/30,Atlanta,8.9,0,0,59,63,52
2020/4/30,Boston,13.2,0,0,45,50,44
2020/4/30,Chicago,13.6,0.16,0,47,56,42
2020/4/30,Honolulu,18.1,0,,78,85,75
2020/4/30,Houston,4.3,0,0,71,84,56
2020/4/30,LA,5.8,0,,65,70,62
2020/4/30,Miami,7.6,0.97,,80,88,71
2020/4/30,NYC,18.8,0.87,0,55,63,49
2020/4/30,Phoenix,5.8,0,,,101,75
2020/4/30,SF,19,0,,57,67,52
2020/4/30,Seattle,11.6,0,0,55,58,47
2020/5/1,Atlanta,10.5,0,0,60,75,48
2020/5/1,Boston,8.9,0.79,0,52,62,48
2020/5/1,Chicago,5.8,0,0,52,68,38
2020/5/1,Honolulu,16.1,0,,79,85,74
2020/5/1,Houston,7.4,0,0,72,86,58
2020/5/1,LA,6.3,0,,65,72,62
2020/5/1,Miami,5.8,0,,74,85,64
2020/5/1,NYC,9.2,0.22,0,58,66,55
2020/5/1,Phoenix,6.9,0,,88,101,69
2020/5/1,SF,15.9,0,,58,69,52
2020/5/1,Seattle,4.5,0,0,52,66,43
2020/5/2,Atlanta,4.5,0,0,67,82,52
2020/5/2,Boston,13,0.01,0,57,70,46
2020/5/2,Chicago,10.5,0,0,65,77,59
2020/5/2,Honolulu,15.4,0,,79,85,75
2020/5/2,Houston,10.1,0,0,76,88,63
2020/5/2,LA,7.6,0,,67,73,61
2020/5/2,Miami,6.9,0,,76,84,69
2020/5/2,NYC,11.4,0,0,62,73,53
2020/5/2,Phoenix,7.6,0,,87,99,71
2020/5/2,SF,10.5,0,,60,69,53
2020/5/2,Seattle,9.4,0.24,0,57,58,47
2020/5/3,Atlanta,7.8,0,0,72,85,58
2020/5/3,Boston,10.1,0,0,64,78,53
2020/5/3,Chicago,12.3,0,0,67,74,48
2020/5/3,Honolulu,13.9,0,,79,85,74
2020/5/3,Houston,8.5,0,0,79,89,73
2020/5/3,LA,6,0,,66,72,59
2020/5/3,Miami,6.9,0,,77,84,69
2020/5/3,NYC,9.8,0.03,0,67,81,55
2020/5/3,Phoenix,6.7,0,,85,97,70
2020/5/3,SF,15,0,,58,65,50
2020/5/3,Seattle,11.6,0.06,0,49,57,44
2020/5/4,Atlanta,6.3,0,0,74,86,61
2020/5/4,Boston,11.9,0,0,63,70,48
2020/5/4,Chicago,16.1,0,0,48,48,40
2020/5/4,Honolulu,14.3,0,,79,86,74
2020/5/4,Houston,8.5,0,0,79,91,72
2020/5/4,LA,6.7,0,,66,74,59
2020/5/4,Miami,4.7,0,,78,87,70
2020/5/4,NYC,15.2,0,0,67,72,51
2020/5/4,Phoenix,5.8,0,,85,99,69
2020/5/4,SF,13.2,0,,56,73,47
2020/5/4,Seattle,4.5,0,0,51,65,39
2020/5/5,Atlanta,9.8,0,0,75,84,66
2020/5/5,Boston,13,0,0,51,58,44
2020/5/5,Chicago,9.8,0.09,0,45,49,40
2020/5/5,Honolulu,12.3,0,,79,86,74
2020/5/5,Houston,7.4,0,0,82,93,74
2020/5/5,LA,6.5,0,,70,80,63
2020/5/5,Miami,5.4,0,,79,88,73
2020/5/5,NYC,10.5,0,0,54,64,47
2020/5/5,Phoenix,4.9,0,,87,103,71
2020/5/5,SF,17.4,0,,58,68,52
2020/5/5,Seattle,7.8,0,0,57,71,49
2020/5/6,Atlanta,16.1,0,0,67,74,49
2020/5/6,Boston,9.2,0.01,0,47,51,41
2020/5/6,Chicago,8.1,0,0,49,63,40
2020/5/6,Honolulu,10.1,0,,78,86,72
2020/5/6,Houston,8.5,0.25,0,76,86,64
2020/5/6,LA,5.1,0,,72,86,62
2020/5/6,Miami,7.2,0,,81,92,74
2020/5/6,NYC,10.1,0.03,0,52,52,47
2020/5/6,Phoenix,6,0,,90,106,74
2020/5/6,SF,14.5,0,,60,73,55
2020/5/6,Seattle,12.1,0.11,0,57,62,48
2020/5/7,Atlanta,9.6,0,0,56,69,45
2020/5/7,Boston,9.4,0,0,51,64,42
2020/5/7,Chicago,10.5,0,0,56,66,45
2020/5/7,Honolulu,10.1,0.01,,77,84,70
2020/5/7,Houston,11.6,0,0,73,85,60
2020/5/7,LA,5.4,0,,74,87,65
2020/5/7,Miami,8.5,0,,78,87,71
2020/5/7,NYC,10.7,0,0,55,67,49
2020/5/7,Phoenix,7.4,0,,91,106,72
2020/5/7,SF,10.5,0,,63,84,52
2020/5/7,Seattle,13,0,0,55,68,44
2020/5/8,Atlanta,8.3,0.03,0,58,64,50
2020/5/8,Boston,11.9,0.25,0,52,57,43
2020/5/8,Chicago,14.5,0,0,44,46,34
2020/5/8,Honolulu,11.4,0,,76,83,69
2020/5/8,Houston,13,0,0,80,92,67
2020/5/8,LA,6.5,0,,71,77,63
2020/5/8,Miami,7.2,0,,76,83,66
2020/5/8,NYC,8.9,0.38,0,53,58,38
2020/5/8,Phoenix,6.5,0,,91,104,74
2020/5/8,SF,11.4,0,,62,82,51
2020/5/8,Seattle,14.3,0,0,62,80,50
2020/5/9,Atlanta,9.6,0,0,54,66,44
2020/5/9,Boston,19.7,0.12,0,41,44,36
2020/5/9,Chicago,10.7,0,0,42,59,31
2020/5/9,Honolulu,10.5,0,,76,85,69
2020/5/9,Houston,11.6,0,0,68,73,61
2020/5/9,LA,6.7,0,,69,74,56
2020/5/9,Miami,6.9,0,,78,88,70
2020/5/9,NYC,21.5,0.03,0,42,49,36
2020/5/9,Phoenix,5.4,0,,91,101,77
2020/5/9,SF,13.4,0,,57,66,50
2020/5/9,Seattle,9.2,0,0,73,86,62
2020/5/10,Atlanta,5.4,0,0,58,74,42
2020/5/10,Boston,14.8,0,0,44,60,34
2020/5/10,Chicago,10.7,0.2,0,50,55,37
2020/5/10,Honolulu,9.2,0,,78,86,70
2020/5/10,Houston,6.5,0,0,68,82,56
2020/5/10,LA,9.4,0,,66,71,62
2020/5/10,Miami,6.7,0.26,,77,80,71
2020/5/10,NYC,15.7,0,0,50,65,41
2020/5/10,Phoenix,7.6,0,,90,100,81
2020/5/10,SF,8.1,0,,58,71,50
2020/5/10,Seattle,9.8,0,0,76,87,62
2020/5/12,Atlanta,5.8,0,0,60,74,49
2020/5/12,Boston,15.7,0,0,48,56,41
2020/5/12,Chicago,10.1,0,0,50,63,41
2020/5/12,Honolulu,9.2,0,,78,86,70
2020/5/12,Houston,13.6,0,0,74,85,66
2020/5/12,LA,9.6,0,,64,72,59
2020/5/12,Miami,12.3,0,,79,85,73
2020/5/12,NYC,17.2,0,0,51,60,45
2020/5/12,Phoenix,9.2,0,,85,96,73
2020/5/12,SF,10.3,0.02,,60,65,54
2020/5/12,Seattle,6.5,0.05,0,57,65,50
2020/5/13,Atlanta,7.2,0,0,67,80,56
2020/5/13,Boston,12.8,0,0,48,60,37
2020/5/13,Chicago,11.4,0.08,0,53,69,42
2020/5/13,Honolulu,7.8,0,,77,85,71
2020/5/13,Houston,10.5,0.02,0,77,86,72
2020/5/13,LA,9.8,0,,65,71,59
2020/5/13,Miami,16.6,0,,79,84,75
2020/5/13,NYC,10.3,0,0,52,64,43
2020/5/13,Phoenix,7.2,0,,82,91,70
2020/5/13,SF,8.9,0,,58,66,52
2020/5/13,Seattle,8.9,0,0,56,65,52
2020/5/14,Atlanta,7.4,0,0,70,83,61
2020/5/14,Boston,11.2,0,0,57,69,45
2020/5/14,Chicago,7.8,3.53,0,61,73,54
2020/5/14,Honolulu,5.4,0.17,,77,83,70
2020/5/14,Houston,8.7,0.02,0,79,89,71
2020/5/14,LA,9.8,0,,66,73,58
2020/5/14,Miami,16.3,0.07,,77,80,74
2020/5/14,NYC,8.9,0,0,57,65,48
2020/5/14,Phoenix,6.5,0,,80,91,69
2020/5/14,SF,8.5,0,,60,67,55
2020/5/14,Seattle,5.6,0.11,0,56,67,50
2020/5/15,Atlanta,6.7,0,0,71,81,61
2020/5/15,Boston,11,0.67,0,60,74,51
2020/5/15,Chicago,7.8,0.68,0,68,79,54
2020/5/15,Honolulu,9.2,0,,76,88,71
2020/5/15,Houston,6.7,0.07,0,76,90,70
2020/5/15,LA,7.6,0,,65,73,59
2020/5/15,Miami,8.5,1.7,,76,81,72
2020/5/15,NYC,11.4,0.04,0,70,86,58
2020/5/15,Phoenix,6,0,,82,94,69
2020/5/15,SF,16.1,0,,61,67,55
2020/5/15,Seattle,6.3,0,0,58,68,52
2020/5/16,Atlanta,6,0,0,73,85,63
2020/5/16,Boston,13,0.04,0,63,68,49
2020/5/16,Chicago,11.6,0.56,0,60,67,50
2020/5/16,Honolulu,11.4,0,,80,88,74
2020/5/16,Houston,8.5,0.38,0,73,82,68
2020/5/16,LA,6.5,0,,66,74,59
2020/5/16,Miami,8.5,0,,78,89,71
2020/5/16,NYC,10.7,0,0,72,77,59
2020/5/16,Phoenix,5.8,0,,86,98,71
2020/5/16,SF,11.9,0,,61,73,55
2020/5/16,Seattle,5.4,0.54,0,59,64,54
2020/5/17,Atlanta,6.7,1.04,0,76,85,65
2020/5/17,Boston,8.5,0,0,54,63,49
2020/5/17,Chicago,8.5,3.11,0,59,68,53
2020/5/17,Honolulu,10.5,0,,80,88,74
2020/5/17,Houston,8.1,0.01,0,75,88,67
2020/5/17,LA,9.6,0,,66,75,60
2020/5/17,Miami,6.3,0.21,,79,89,73
2020/5/17,NYC,9.4,0,0,61,68,55
2020/5/17,Phoenix,8.5,0,,88,102,74
2020/5/17,SF,12.1,0.16,,65,73,55
2020/5/17,Seattle,6,0.13,0,58,68,53
2020/5/18,Atlanta,6.5,0.25,0,72,79,67
2020/5/18,Boston,8.3,0,0,54,58,47
2020/5/18,Chicago,10.1,0,0,61,64,53
2020/5/18,Honolulu,9.2,0.01,,78,82,72
2020/5/18,Houston,4.5,0,0,78,94,65
2020/5/18,LA,12.8,0.12,,64,70,59
2020/5/18,Miami,4,1.48,,79,86,70
2020/5/18,NYC,10.5,0,0,59,67,55
2020/5/18,Phoenix,7.4,0,,88,101,73
2020/5/18,SF,10.5,0.05,,61,67,55
2020/5/18,Seattle,6.3,0,0,58,67,50
2020/5/19,Atlanta,9.6,0.13,0,69,76,63
2020/5/19,Boston,12.3,0,0,51,55,47
2020/5/19,Chicago,13.6,0.25,0,54,59,52
2020/5/19,Honolulu,12.3,0,,79,86,75
2020/5/19,Houston,7.4,0,0,82,94,71
2020/5/19,LA,13.4,0,,62,68,56
2020/5/19,Miami,7.6,0.2,,78,88,73
2020/5/19,NYC,16.6,0,0,60,69,54
2020/5/19,Phoenix,11.4,0,,85,91,72
2020/5/19,SF,16.3,0,,59,66,53
2020/5/19,Seattle,8.1,0,0,58,65,52
2020/5/20,Atlanta,12.3,0.22,0,62,65,54
2020/5/20,Boston,8.5,0,0,51,58,45
2020/5/20,Chicago,11.4,0,0,59,66,53
2020/5/20,Honolulu,11.9,0,,79,86,73
2020/5/20,Houston,6.9,0,0,83,95,72
2020/5/20,LA,8.5,0,,62,68,54
2020/5/20,Miami,6.9,0,,82,94,75
2020/5/20,NYC,12.5,0,0,57,65,50
2020/5/20,Phoenix,4.7,0,,76,86,63
2020/5/20,SF,14.8,0,,59,67,55
2020/5/20,Seattle,10.3,0.03,0,55,59,51
2020/5/21,Atlanta,5.6,0,0,61,75,54
2020/5/21,Boston,11.2,0,0,58,77,45
2020/5/21,Chicago,6.7,0,0,62,70,57
2020/5/21,Honolulu,11,0.01,,78,86,73
2020/5/21,Houston,11.4,0,0,83,91,75
2020/5/21,LA,7.6,0,,64,73,57
2020/5/21,Miami,7.2,0,,83,91,77
2020/5/21,NYC,7.2,0,0,56,67,48
2020/5/21,Phoenix,5.4,0,,78,92,64
2020/5/21,SF,14.1,0,,59,70,52
2020/5/21,Seattle,8.7,0.36,0,53,59,47
2020/5/22,Atlanta,6.3,0.29,0,73,86,64
2020/5/22,Boston,14.1,0,0,67,82,54
2020/5/22,Chicago,4.3,0,0,63,72,57
2020/5/22,Honolulu,12.3,0.01,,79,87,73
2020/5/22,Houston,10.3,0,0,83,93,74
2020/5/22,LA,7.8,0,,66,75,59
2020/5/22,Miami,11.2,0.13,,82,88,73
2020/5/22,NYC,7.2,0.01,0,64,77,56
2020/5/22,Phoenix,6.9,0,,81,96,66
2020/5/22,SF,18.8,0,,58,67,52
2020/5/22,Seattle,9.6,0.05,0,52,62,47
2020/5/23,Atlanta,5.4,0,0,74,86,65
2020/5/23,Boston,15.4,0,0,62,72,47
2020/5/23,Chicago,8.7,0.52,0,66,82,55
2020/5/23,Honolulu,7.4,0,,78,87,71
2020/5/23,Houston,13.2,0,0,84,92,79
2020/5/23,LA,8.5,0,,64,70,59
2020/5/23,Miami,13,0.16,,82,87,75
2020/5/23,NYC,10.5,0.33,0,63,67,56
2020/5/23,Phoenix,8.7,0,,83,95,70
2020/5/23,SF,10.7,0,,59,74,50
2020/5/23,Seattle,3.8,0,0,54,65,48
2020/5/24,Atlanta,4.7,0,0,78,88,69
2020/5/24,Boston,11.9,0,0,50,54,44
2020/5/24,Chicago,6,0,0,74,90,64
2020/5/24,Honolulu,8.3,0,,79,88,71
2020/5/24,Houston,10.7,1.5,0,81,89,67
2020/5/24,LA,7.4,0,,63,70,59
2020/5/24,Miami,11.4,3.83,,77,79,73
2020/5/24,NYC,11.4,0,0,59,69,52
2020/5/24,Phoenix,7.8,0,,83,95,71
2020/5/24,SF,10.3,0,,60,80,50
2020/5/24,Seattle,4,0,0,58,71,50
2020/5/25,Atlanta,8.9,0.68,0,75,85,68
2020/5/25,Boston,6.5,0,0,50,55,48
2020/5/25,Chicago,8.9,0.18,0,78,88,69
2020/5/25,Honolulu,7.4,0,,78,84,70
2020/5/25,Houston,8.1,0.13,0,73,84,66
2020/5/25,LA,7.8,0,,63,69,59
2020/5/25,Miami,9.4,3.44,,76,78,73
2020/5/25,NYC,9.4,0.01,0,60,67,56
2020/5/25,Phoenix,6.5,0,,85,97,70
2020/5/25,SF,9.8,0,,66,90,55
2020/5/25,Seattle,6.7,0.11,0,60,63,55
2020/5/26,Atlanta,11,0.07,0,71,75,68
2020/5/26,Boston,6.7,0,0,56,70,50
2020/5/26,Chicago,8.5,0.07,0,79,89,68
2020/5/26,Honolulu,8.7,0,,77,85,71
2020/5/26,Houston,5.4,0.44,0,77,89,68
2020/5/26,LA,7.2,0,,63,69,58
2020/5/26,Miami,8.1,7.4,,78,87,70
2020/5/26,NYC,6.9,0,0,65,77,58
2020/5/26,Phoenix,5.6,0,,88,103,72
2020/5/26,SF,9.6,0,,68,89,56
2020/5/26,Seattle,5.6,0,0,57,66,52
2020/5/27,Atlanta,9.8,1.41,0,70,74,66
2020/5/27,Boston,11.6,0,0,70,83,60
2020/5/27,Chicago,6.7,0.03,0,80,87,72
2020/5/27,Honolulu,8.1,0.33,,78,85,72
2020/5/27,Houston,6.7,0.63,0,76,90,65
2020/5/27,LA,6.9,0,,62,69,57
2020/5/27,Miami,6.7,0.01,,79,86,73
2020/5/27,NYC,8.1,0,0,67,78,60
2020/5/27,Phoenix,8.1,0,,91,107,74
2020/5/27,SF,14.3,0,,71,78,55
2020/5/27,Seattle,6.9,0,0,61,75,48
2020/5/28,Atlanta,6,0.02,0,73,84,67
2020/5/28,Boston,13.6,0,0,71,78,64
2020/5/28,Chicago,10.1,0.21,0,75,82,62
2020/5/28,Honolulu,11.9,0,,78,86,73
2020/5/28,Houston,5.1,0,0,74,89,64
2020/5/28,LA,7.2,0,,62,68,59
2020/5/28,Miami,9.2,0,,83,87,79
2020/5/28,NYC,11,0,0,68,76,64
2020/5/28,Phoenix,8.9,0,,96,109,79
2020/5/28,SF,15,0,,59,67,52
2020/5/28,Seattle,7.2,0,0,67,82,57
2020/5/29,Atlanta,4,0.05,0,76,83,71
2020/5/29,Boston,16.3,0,0,73,81,66
2020/5/29,Chicago,11.2,0,0,67,76,58
2020/5/29,Honolulu,10.3,0,,80,88,75
2020/5/29,Houston,7.6,0,0,79,89,69
2020/5/29,LA,7.6,0,,62,68,60
2020/5/29,Miami,11.6,0,,83,88,79
2020/5/29,NYC,10.5,0.01,0,72,82,65
2020/5/29,Phoenix,5.8,0,,97,112,82
2020/5/29,SF,11.2,0,,60,71,55
2020/5/29,Seattle,7.6,0,0,70,80,58
2020/5/30,Atlanta,7.8,0,0,76,86,67
2020/5/30,Boston,11.4,0.09,0,73,80,65
2020/5/30,Chicago,8.3,0,0,63,73,54
2020/5/30,Honolulu,9.4,0,,80,87,72
2020/5/30,Houston,7.6,0,0,79,89,70
2020/5/30,LA,11.9,0,,64,71,60
2020/5/30,Miami,9.8,0,,83,89,79
2020/5/30,NYC,11.6,0,0,73,84,66
2020/5/30,Phoenix,6.9,0,,100,111,84
2020/5/30,SF,9.4,0.02,,65,71,58
2020/5/30,Seattle,8.1,1.14,0,60,60,50
2020/5/31,Atlanta,7.6,0,0,75,85,63
2020/5/31,Boston,14.8,0,0,65,68,50
2020/5/31,Chicago,8.5,0,0,59,69,50
2020/5/31,Honolulu,11,0,,80,88,74
2020/5/31,Houston,5.8,0.11,0,79,88,73
2020/5/31,LA,9.6,0,,64,70,58
2020/5/31,Miami,6.9,0,,83,89,78
2020/5/31,NYC,15.7,0,0,67,71,58
2020/5/31,Phoenix,7.8,0,,96,107,83
2020/5/31,SF,9.6,0,,62,67,55
2020/5/31,Seattle,8.3,0.18,0,53,63,49
2020/6/1,Atlanta,9.4,0,0,74,82,66
2020/6/1,Boston,11,0,0,56,64,47
