date,city,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
2020/2/19,Seattle,8.3,0,0,41,55,32
2020/2/20,Atlanta,13.9,0.94,0,45,50,39
2020/2/20,Boston,11.9,0,0,32,37,24
2020/2/20,Chicago,8.9,0,0,19,25,9
2020/2/20,Honolulu,19,0,,75,80,71
2020/2/20,Houston,16.1,0.58,0,50,51,45
2020/2/20,LA,5.1,0,,61,77,53
2020/2/20,Miami,7.4,0.01,,79,86,74
2020/2/20,NYC,13.4,0,0,33,35,27
2020/2/20,Phoenix,4.9,0,,65,82,51
2020/2/20,SF,4,0,,54,66,45
2020/2/20,Seattle,7.4,0,0,48,58,42
2020/2/21,Atlanta,8.5,0.01,0,40,48,34
2020/2/21,Boston,10.1,0,0,26,33,17
2020/2/21,Chicago,12.8,0,0,21,38,12
2020/2/21,Honolulu,14.3,0,,75,83,71
2020/2/21,Houston,10.1,0,0,47,57,39
2020/2/21,LA,6.7,0,,64,78,56
2020/2/21,Miami,10.5,0,,74,81,59
2020/2/21,NYC,10.1,0,0,28,36,21
2020/2/21,Phoenix,10.3,0,,69,77,62
2020/2/21,SF,4.9,0,,57,70,49
2020/2/21,Seattle,5.8,0,0,45,54,35
2020/2/22,Atlanta,2.5,0,0,41,56,30
2020/2/22,Boston,11.6,0,0,36,49,29
2020/2/22,Chicago,13.6,0,0,36,51,28
2020/2/22,Honolulu,7.4,0,,75,83,67
2020/2/22,Houston,4.9,0,0,48,64,37
2020/2/22,LA,8.7,0,,62,66,57
2020/2/22,Miami,11,0.04,,65,77,58
2020/2/22,NYC,10.1,0,0,38,50,32
2020/2/22,Phoenix,10.3,1.04,,65,69,56
2020/2/22,SF,13,0,,58,61,51
2020/2/22,Seattle,5.1,0.07,0,45,47,39
2020/2/23,Atlanta,2.2,0,0,47,57,37
2020/2/23,Boston,8.9,0,0,44,58,34
2020/2/23,Chicago,10.5,0,0,43,55,35
2020/2/23,Honolulu,7.4,0,,74,84,67
2020/2/23,Houston,9.6,0,0,58,68,49
2020/2/23,LA,6.9,0,,60,65,55
2020/2/23,Miami,9.2,0,,70,78,64
2020/2/23,NYC,7.8,0,0,47,56,36
2020/2/23,Phoenix,4.9,0,,58,64,49
2020/2/23,SF,16.6,0,,53,59,50
2020/2/23,Seattle,18.3,0.18,0,45,48,39
2020/2/24,Atlanta,7.2,1.1,0,48,50,45
2020/2/24,Boston,8.9,0,0,48,64,35
2020/2/24,Chicago,12.3,0,0,41,43,35
2020/2/24,Honolulu,8.1,0,,74,83,63
2020/2/24,Houston,5.1,0.69,0,66,73,53
2020/2/24,LA,6,0,,59,66,51
2020/2/24,Miami,9.6,0,,73,80,68
2020/2/24,NYC,7.2,0,0,49,61,41
2020/2/24,Phoenix,5.1,0,,58,71,49
2020/2/24,SF,7.2,0,,53,69,44
2020/2/24,Seattle,9.4,0,0,43,50,38
2020/2/25,Atlanta,5.6,0.03,0,55,69,49
2020/2/25,Boston,5.4,0.26,0,47,53,43
2020/2/25,Chicago,23.3,0.06,0.7,38,41,33
2020/2/25,Honolulu,14.3,0.01,,76,83,70
2020/2/25,Houston,7.8,0,0,60,73,47
2020/2/25,LA,4.9,0,,62,79,51
2020/2/25,Miami,9.4,0,,76,85,71
2020/2/25,NYC,6.7,0.13,0,49,51,44
2020/2/25,Phoenix,10.5,0,,60,68,47
2020/2/25,SF,4.5,0,,56,76,47
2020/2/25,Seattle,4,0,0,43,51,36
2020/2/26,Atlanta,10.3,0,0,52,55,39
2020/2/26,Boston,9.4,0.15,0,46,48,44
2020/2/26,Chicago,16.1,0.1,1,31,33,26
2020/2/26,Honolulu,16.3,0,,77,83,73
2020/2/26,Houston,15,0,0,54,57,42
2020/2/26,LA,4.3,0,,68,81,55
2020/2/26,Miami,10.3,0.34,,79,86,68
2020/2/26,NYC,9.4,0.02,0,45,49,42
2020/2/26,Phoenix,7.6,0,,57,67,46
2020/2/26,SF,4.9,0,,59,73,49
2020/2/26,Seattle,4.7,0.05,0,47,53,43
2020/2/27,Atlanta,13.2,0,0,40,49,33
2020/2/27,Boston,22.6,0.75,0,45,55,33
2020/2/27,Chicago,9.8,0,0,27,32,21
2020/2/27,Honolulu,16.1,0.01,,76,81,70
2020/2/27,Houston,3.4,0,0,46,61,32
2020/2/27,LA,4.3,0,,70,85,58
2020/2/27,Miami,8.7,0,,68,70,57
2020/2/27,NYC,22.8,0.45,0,43,45,32
2020/2/27,Phoenix,4.3,0,,59,77,45
2020/2/27,SF,3.1,0,,60,76,49
2020/2/27,Seattle,5.4,0,0,47,57,38
2020/2/28,Atlanta,10.5,0,0,42,54,32
2020/2/28,Boston,15.4,0,0,34,38,28
2020/2/28,Chicago,9.2,0,0,24,30,19
2020/2/28,Honolulu,17.2,0.02,,74,81,69
2020/2/28,Houston,4.9,0,0,53,74,39
2020/2/28,LA,6,0,,73,87,62
2020/2/28,Miami,9.4,0,,60,68,51
2020/2/28,NYC,18.6,0,0,35,42,30
2020/2/28,Phoenix,4.5,0,,65,77,51
2020/2/28,SF,8.5,0,,61,67,50
2020/2/28,Seattle,10.3,0.09,0,45,50,38
2020/2/29,Atlanta,12.8,0,0,45,56,36
2020/2/29,Boston,12.3,0,0,31,35,22
2020/2/29,Chicago,8.9,0,0,26,37,17
2020/2/29,Honolulu,20.4,0.13,,74,81,68
2020/2/29,Houston,7.8,0,0,57,75,43
2020/2/29,LA,7.6,0,,65,72,57
2020/2/29,Miami,5.8,0,,62,72,53
2020/2/29,NYC,16.3,0,0,34,36,27
2020/2/29,Phoenix,5.4,0,,65,79,51
2020/2/29,SF,25.3,0,,53,57,49
2020/2/29,Seattle,10.1,0.12,0,44,49,36
2020/3/1,Atlanta,4.9,0,0,48,64,34
2020/3/1,Boston,12.3,0,0,25,33,19
2020/3/1,Chicago,13,0,0,41,60,30
2020/3/1,Honolulu,16.1,0.02,,74,80,70
2020/3/1,Houston,11.4,0.04,0,66,72,62
2020/3/1,LA,8.9,0,,60,63,53
2020/3/1,Miami,9.6,0,,64,76,55
2020/3/1,NYC,13.4,0,0,32,44,26
2020/3/1,Phoenix,7.4,0,,66,77,53
2020/3/1,SF,11.9,0,,51,60,44
2020/3/1,Seattle,5.8,0,0,40,47,33
2020/3/2,Atlanta,6.5,0.95,0,53,57,47
2020/3/2,Boston,11.6,0,0,35,52,23
2020/3/2,Chicago,5.8,0,0,46,50,34
2020/3/2,Honolulu,10.7,0.01,,74,81,69
2020/3/2,Houston,6.9,0,0,70,81,66
2020/3/2,LA,7.8,0,,58,76,51
2020/3/2,Miami,11.4,0,,72,79,67
2020/3/2,NYC,10.3,0,0,45,56,38
2020/3/2,Phoenix,8.1,0,,62,70,50
2020/3/2,SF,14.3,0,,59,70,55
2020/3/2,Seattle,14.3,0.01,0,44,48,40
2020/3/3,Atlanta,8.5,0.49,0,62,69,57
2020/3/3,Boston,11.2,0.03,0,50,59,46
2020/3/3,Chicago,11.4,0,0,38,49,32
2020/3/3,Honolulu,5.8,0,,74,83,68
2020/3/3,Houston,7.4,0,0,74,84,68
2020/3/3,LA,8.7,0,,69,80,59
2020/3/3,Miami,9.8,0,,75,82,70
2020/3/3,NYC,9.6,0.29,0,53,59,49
2020/3/3,Phoenix,9.2,0,,60,76,52
2020/3/3,SF,6.3,0,,61,75,50
2020/3/3,Seattle,14.1,0.18,0,49,53,46
2020/3/4,Atlanta,5.8,1.02,0,58,62,53
2020/3/4,Boston,19.7,0.03,0,47,50,41
2020/3/4,Chicago,7.8,0,0,42,49,32
2020/3/4,Honolulu,7.8,0.01,,76,84,69
2020/3/4,Houston,11.2,0.13,0,70,76,57
2020/3/4,LA,6.9,0,,62,73,55
2020/3/4,Miami,8.5,0,,77,85,71
2020/3/4,NYC,18.3,0,0,51,57,46
2020/3/4,Phoenix,4,0,,62,75,51
2020/3/4,SF,5.1,0,,58,74,49
2020/3/4,Seattle,7.6,0,0,46,52,41
2020/3/5,Atlanta,11.2,1.57,0,52,53,50
2020/3/5,Boston,10.7,0,0,44,51,37
2020/3/5,Chicago,14.3,0,0,42,53,33
2020/3/5,Honolulu,9.2,0.03,,74,84,66
2020/3/5,Houston,11.9,0,0,61,75,55
2020/3/5,LA,7.4,0,,60,67,56
2020/3/5,Miami,8.3,0,,81,91,75
2020/3/5,NYC,13,0,0,46,52,40
2020/3/5,Phoenix,6.9,0,,66,84,54
2020/3/5,SF,6.7,0,,57,62,49
2020/3/5,Seattle,8.9,0.23,0,46,56,38
2020/3/6,Atlanta,16.1,0,0,51,58,41
2020/3/6,Boston,13.9,0,0,39,44,32
2020/3/6,Chicago,14.3,0,0,37,40,28
2020/3/6,Honolulu,16.3,0.03,,74,82,70
2020/3/6,Houston,7.8,0,0,62,74,49
2020/3/6,LA,5.8,0,,60,67,54
2020/3/6,Miami,8.1,0.09,,79,85,68
2020/3/6,NYC,12.5,0.14,0,42,45,38
2020/3/6,Phoenix,7.2,0,,73,86,59
2020/3/6,SF,10.1,0,,55,59,49
2020/3/6,Seattle,3.6,0.48,0,43,43,39
2020/3/7,Atlanta,7.6,0,0,45,59,33
2020/3/7,Boston,20.1,0,0,36,45,29
2020/3/7,Chicago,10.7,0,0,35,53,25
2020/3/7,Honolulu,17.7,0.01,,74,82,70
2020/3/7,Houston,8.1,0,0,55,62,42
2020/3/7,LA,8.7,0.01,,59,65,56
2020/3/7,Miami,12.3,0,,69,76,60
2020/3/7,NYC,14.5,0,0,41,47,36
2020/3/7,Phoenix,9.6,0,,72,85,60
2020/3/7,SF,6.9,0.08,,52,56,49
2020/3/7,Seattle,7.2,0.04,0,42,45,38
2020/3/8,Atlanta,6,0,0,50,62,38
2020/3/8,Boston,10.5,0,0,40,53,31
2020/3/8,Chicago,16.6,0,0,51,67,42
2020/3/8,Honolulu,15,0,,75,81,71
2020/3/8,Houston,13.2,0,0,58,73,46
2020/3/8,LA,6,0,,58,64,52
2020/3/8,Miami,16.1,0,,70,74,68
2020/3/8,NYC,10.1,0,0,45,60,37
2020/3/8,Phoenix,7.2,0,,70,75,61
2020/3/8,SF,4.9,0,,51,59,46
2020/3/8,Seattle,5.8,0,0,40,49,37
2020/3/9,Atlanta,7.2,0,0,54,67,43
2020/3/9,Boston,13.4,0,0,55,72,42
2020/3/9,Chicago,15.7,0.83,0,55,57,48
2020/3/9,Honolulu,10.1,0,,73,80,68
2020/3/9,Houston,8.5,0,0,67,74,62
2020/3/9,LA,6.5,0.06,,60,73,51
2020/3/9,Miami,18.8,0,,73,79,70
2020/3/9,NYC,11.2,0,0,58,72,46
2020/3/9,Phoenix,4.7,0,,65,79,55
2020/3/9,SF,3.8,0,,54,66,49
2020/3/9,Seattle,4.9,0,0,40,50,33
2020/3/10,Atlanta,6.7,0.05,0,60,66,55
2020/3/10,Boston,11.4,0,0,52,66,40
2020/3/10,Chicago,8.3,0,0,46,51,35
2020/3/10,Honolulu,4.9,0,,72,82,66
2020/3/10,Houston,3.6,0.6,0,71,82,62
2020/3/10,LA,9.6,0.11,,63,67,58
2020/3/10,Miami,14.1,0,,75,81,71
2020/3/10,NYC,13.2,0,0,61,67,55
2020/3/10,Phoenix,6.7,0.28,,69,73,60
2020/3/10,SF,5.4,0,,59,71,50
2020/3/10,Seattle,11.4,0,0,43,51,36
2020/3/11,Atlanta,6.7,0.23,0,61,72,55
2020/3/11,Boston,9.2,0,0,50,59,37
2020/3/11,Chicago,5.8,0,0,39,45,36
2020/3/11,Honolulu,6.5,0,,73,82,65
2020/3/11,Houston,6.5,0,0,71,83,59
2020/3/11,LA,8.1,0,,64,70,59
2020/3/11,Miami,8.3,0,,74,81,69
2020/3/11,NYC,8.5,0,0,53,56,44
2020/3/11,Phoenix,4.3,0.67,,64,66,61
2020/3/11,SF,10.1,0,,61,70,50
2020/3/11,Seattle,7.2,0.07,0,47,51,42
2020/3/12,Atlanta,6,0.04,0,64,76,60
2020/3/12,Boston,9.6,0,0,40,43,34
2020/3/12,Chicago,10.7,0.01,0,44,58,37
2020/3/12,Honolulu,4.5,0.32,,73,77,69
2020/3/12,Houston,9.2,0,0,74,84,69
2020/3/12,LA,5.6,1.06,,60,62,56
2020/3/12,Miami,7.8,0,,75,83,68
2020/3/12,NYC,9.2,0.02,0,46,50,41
2020/3/12,Phoenix,6.9,0.43,,65,71,57
2020/3/12,SF,9.2,0,,55,70,47
2020/3/12,Seattle,4.7,0,0,44,52,39
2020/3/13,Atlanta,7.8,0,0,68,71,62
2020/3/13,Boston,16.3,0.29,0,46,62,40
2020/3/13,Chicago,14.1,0,0,44,50,34
2020/3/13,Honolulu,4.9,0,,72,80,68
2020/3/13,Houston,10.7,0,0,74,83,70
2020/3/13,LA,4.9,0.55,,57,60,54
2020/3/13,Miami,7.6,0,,76,84,67
2020/3/13,NYC,16.1,0.27,0,53,70,43
2020/3/13,Phoenix,7.8,0.4,,60,66,53
2020/3/13,SF,12.3,0,,56,63,47
2020/3/13,Seattle,11.6,0.38,0,41,43,35
2020/3/14,Atlanta,6.5,0,0,67,81,57
2020/3/14,Boston,15.9,0,0,46,53,38
2020/3/14,Chicago,12.3,0.01,0,39,40,33
2020/3/14,Honolulu,7.2,0,,74,83,69
2020/3/14,Houston,10.5,0,0,75,82,71
2020/3/14,LA,4.3,0.08,,58,62,57
2020/3/14,Miami,11,0,,78,84,73
2020/3/14,NYC,14.3,0,0,51,55,44
2020/3/14,Phoenix,4.9,0,,58,73,50
2020/3/14,SF,9.2,0.46,,52,54,49
2020/3/14,Seattle,15.7,0,0,38,44,32
2020/3/15,Atlanta,8.5,0.03,0,62,71,57
2020/3/15,Boston,10.5,0,0,40,43,30
2020/3/15,Chicago,10.1,0,0,36,42,31
2020/3/15,Honolulu,7.2,0.01,,76,81,71
2020/3/15,Houston,6.9,0,0,75,84,65
2020/3/15,LA,6.7,0.08,,59,65,54
2020/3/15,Miami,8.9,0,,78,84,73
2020/3/15,NYC,9.4,0,0,47,54,41
2020/3/15,Phoenix,4.7,0,,64,77,53
2020/3/15,SF,10.7,0.2,,52,56,47
2020/3/15,Seattle,18.6,0,0,37,46,32
2020/3/16,Atlanta,9.4,0,0,56,58,52
2020/3/16,Boston,12.1,0,0,32,35,24
2020/3/16,Chicago,5.1,0.04,0,35,40,30
2020/3/16,Honolulu,11.4,0.35,,77,81,72
2020/3/16,Houston,6.5,0,0,70,76,63
2020/3/16,LA,9.2,0.36,,59,64,52
2020/3/16,Miami,8.5,0,,77,84,69
2020/3/16,NYC,13.9,0,0,40,43,33
2020/3/16,Phoenix,7.6,0,,66,78,53
2020/3/16,SF,8.5,0.13,,49,55,44
2020/3/16,Seattle,12.1,0,0,43,55,36
2020/3/17,Atlanta,4,0,0,56,68,51
2020/3/17,Boston,8.9,0.03,0,36,45,31
2020/3/17,Chicago,7.8,0,0,41,50,36
2020/3/17,Honolulu,8.1,2.42,,74,76,68
2020/3/17,Houston,10.1,0,0,73,85,69
2020/3/17,LA,6.9,0.05,,54,61,47
2020/3/17,Miami,10.5,0,,77,84,72
2020/3/17,NYC,8.7,0.15,0,45,55,42
2020/3/17,Phoenix,5.8,0,,67,75,58
2020/3/17,SF,6.9,0.01,,49,56,44
2020/3/17,Seattle,4.5,0,0,44,54,33
2020/3/18,Atlanta,6.3,0,0,64,78,56
2020/3/18,Boston,9.4,0,0,43,51,37
2020/3/18,Chicago,6.9,0.29,0,42,46,39
2020/3/18,Honolulu,6.5,0.26,,73,81,68
2020/3/18,Houston,10.7,0,0,75,83,71
2020/3/18,LA,10.3,0,,55,64,48
2020/3/18,Miami,10.5,0,,77,83,72
2020/3/18,NYC,9.6,0,0,49,53,44
2020/3/18,Phoenix,8.7,0.15,,62,69,50
2020/3/18,SF,7.8,0.01,,50,57,47
2020/3/18,Seattle,4.9,0,0,44,56,35
2020/3/19,Atlanta,7.2,0,0,68,81,59
2020/3/19,Boston,13.2,0.56,0,41,42,39
2020/3/19,Chicago,9.6,0.22,0,45,64,41
2020/3/19,Honolulu,7.6,0,,72,76,69
2020/3/19,Houston,12.8,0,0,77,85,74
2020/3/19,LA,6.7,0.02,,58,62,52
2020/3/19,Miami,14.3,0,,78,85,75
2020/3/19,NYC,9.6,1.02,0,46,52,42
2020/3/19,Phoenix,5.8,0.01,,54,65,49
2020/3/19,SF,6,0,,53,61,47
2020/3/19,Seattle,4.9,0,0,47,61,37
2020/3/20,Atlanta,9.4,0.01,0,72,83,62
2020/3/20,Boston,15.7,0.02,0,48,68,38
2020/3/20,Chicago,15.4,0.06,0,48,63,31
2020/3/20,Honolulu,5.8,0.01,,73,80,67
2020/3/20,Houston,8.9,1.08,0,73,76,56
2020/3/20,LA,7.8,0,,57,66,51
2020/3/20,Miami,13.2,0,,79,84,75
2020/3/20,NYC,11,0,0,55,78,47
2020/3/20,Phoenix,4,0,,59,71,48
2020/3/20,SF,5.6,0,,53,63,44
2020/3/20,Seattle,4.9,0,0,51,62,39
2020/3/21,Atlanta,9.4,0.09,0,66,74,52
2020/3/21,Boston,14.1,0,0,49,57,31
2020/3/21,Chicago,10.3,0,0,31,35,26
2020/3/21,Honolulu,7.8,0,,75,83,69
2020/3/21,Houston,10.5,0.36,0,58,61,54
2020/3/21,LA,7.6,0,,61,66,55
2020/3/21,Miami,10.7,0,,79,85,74
2020/3/21,NYC,13.2,0,0,54,65,41
2020/3/21,Phoenix,4.9,0,,64,75,52
2020/3/21,SF,5.4,0,,55,62,47
2020/3/21,Seattle,5.4,0,0,48,56,40
2020/3/22,Atlanta,10.1,0.03,0,56,63,47
2020/3/22,Boston,11.4,0,0,31,33,25
2020/3/22,Chicago,6.9,0.16,2.2,31,37,26
2020/3/22,Honolulu,13.9,0,,77,83,73
2020/3/22,Houston,7.8,0.01,0,63,78,58
2020/3/22,LA,8.1,1.73,,60,70,52
2020/3/22,Miami,9.2,0,,77,84,69
2020/3/22,NYC,13.4,0,0,40,44,34
2020/3/22,Phoenix,4,0,,64,73,55
2020/3/22,SF,5.1,0,,56,66,49
2020/3/22,Seattle,9.6,0,0,47,58,38
2020/3/23,Atlanta,6.7,1.45,0,54,64,51
2020/3/23,Boston,15.2,1.38,0,33,41,28
2020/3/23,Chicago,4.7,0.05,1,36,45,33
2020/3/23,Honolulu,18.1,0,,76,82,71
2020/3/23,Houston,7.6,0,0,76,86,69
2020/3/23,LA,11.2,0,,60,65,57
2020/3/23,Miami,8.1,0.01,,78,85,71
2020/3/23,NYC,14.5,1.44,0,39,42,37
2020/3/23,Phoenix,6.7,0,,67,77,59
2020/3/23,SF,9.6,0,,54,60,50
2020/3/23,Seattle,12.1,0.1,0,45,51,41
2020/3/24,Atlanta,7.2,0.57,0,65,78,60
2020/3/24,Boston,12.1,0.35,0,40,49,34
2020/3/24,Chicago,6.5,0,0,40,49,34
2020/3/24,Honolulu,18.1,0.01,,75,80,70
2020/3/24,Houston,8.1,0,0,77,88,71
2020/3/24,LA,9.6,0,,59,65,53
2020/3/24,Miami,6.9,0,,78,86,73
2020/3/24,NYC,10.3,0,0,43,54,37
2020/3/24,Phoenix,6.3,0,,66,77,55
2020/3/24,SF,9.2,0.13,,53,56,47
2020/3/24,Seattle,6.5,0.04,0,43,50,38
2020/3/25,Atlanta,9.6,0.58,0,67,73,58
2020/3/25,Boston,13.9,0,0,40,43,37
2020/3/25,Chicago,7.4,0,0,43,58,32
2020/3/25,Honolulu,18.8,0.02,,73,80,68
2020/3/25,Houston,7.2,0,0,78,90,71
2020/3/25,LA,13,0,,59,63,54
2020/3/25,Miami,6.7,0,,79,90,71
2020/3/25,NYC,15.7,0.01,0,44,45,41
2020/3/25,Phoenix,6.7,0,,67,77,55
2020/3/25,SF,12.1,0.06,,51,57,44
2020/3/25,Seattle,4.5,0.18,0,42,49,39
2020/3/26,Atlanta,5.8,0,0,63,80,52
2020/3/26,Boston,11.4,0,0,39,46,32
2020/3/26,Chicago,10.7,0,0,48,52,38
2020/3/26,Honolulu,16.1,0,,74,79,70
2020/3/26,Houston,8.7,0,0,76,88,68
2020/3/26,LA,13.6,0,,57,62,49
2020/3/26,Miami,5.8,0,,78,89,72
2020/3/26,NYC,8.5,0,0,46,59,39
2020/3/26,Phoenix,10.5,0,,66,70,59
2020/3/26,SF,11.4,0,,50,59,41
2020/3/26,Seattle,11.6,0,0,43,49,38
2020/3/27,Atlanta,6.7,0,0,71,85,60
2020/3/27,Boston,12.8,0.01,0,51,61,43
2020/3/27,Chicago,10.3,0.33,0,42,50,37
2020/3/27,Honolulu,8.9,0.22,,73,79,68
2020/3/27,Houston,11.9,0,0,79,90,67
2020/3/27,LA,11.4,0,,57,64,51
2020/3/27,Miami,6.3,0,,79,88,72
2020/3/27,NYC,6.3,0,0,56,68,50
2020/3/27,Phoenix,10.5,0,,59,66,52
2020/3/27,SF,14.5,0,,53,59,47
2020/3/27,Seattle,9.6,0.02,0,45,50,43
2020/3/28,Atlanta,9.6,0,0,74,84,66
2020/3/28,Boston,6.5,0.08,0,45,48,36
2020/3/28,Chicago,9.2,1.48,0,49,67,44
2020/3/28,Honolulu,9.6,0,,73,82,66
2020/3/28,Houston,7.2,0.04,0,76,81,58
2020/3/28,LA,8.7,0,,58,65,50
2020/3/28,Miami,8.9,0,,77,84,71
2020/3/28,NYC,11.2,0.42,0,49,51,45
2020/3/28,Phoenix,4.9,0,,58,71,47
2020/3/28,SF,6,0.04,,54,58,50
2020/3/28,Seattle,11.6,0.32,0,49,54,46
2020/3/29,Atlanta,10.5,0,0,74,79,66
2020/3/29,Boston,16.1,0.74,0,42,43,39
2020/3/29,Chicago,20.8,0,0,51,63,44
2020/3/29,Honolulu,11.4,0.03,,75,82,70
2020/3/29,Houston,7.4,0,0,66,81,54
2020/3/29,LA,10.5,0,,59,66,51
2020/3/29,Miami,10.3,0,,79,86,74
2020/3/29,NYC,18.3,0.01,0,45,48,45
2020/3/29,Phoenix,7.4,0,,63,77,53
2020/3/29,SF,7.2,0.2,,54,60,50
2020/3/29,Seattle,11.4,0.58,0,49,55,46
2020/3/30,Atlanta,9.6,0,0,67,75,60
2020/3/30,Boston,15.4,0.08,0,40,43,37
2020/3/30,Chicago,10.5,0,0,45,51,39
2020/3/30,Honolulu,12.3,0,,76,82,72
2020/3/30,Houston,8.5,0.02,0,72,83,64
2020/3/30,LA,7.2,0,,60,70,52
2020/3/30,Miami,7.2,0,,80,88,75
2020/3/30,NYC,7.6,0.07,0,46,50,42
2020/3/30,Phoenix,4.3,0,,66,77,53
2020/3/30,SF,6.9,0,,55,63,49
2020/3/30,Seattle,13.6,0.51,0,47,50,39
2020/3/31,Atlanta,11.2,0.34,0,61,64,49
2020/3/31,Boston,12.3,0,0,36,40,33
2020/3/31,Chicago,12.5,0,0,40,43,37
2020/3/31,Honolulu,8.3,0,,75,82,70
2020/3/31,Houston,10.3,0,0,73,76,56
2020/3/31,LA,6,0,,62,72,55
2020/3/31,Miami,8.1,0,,81,92,74
2020/3/31,NYC,9.2,0.07,0,45,49,41
2020/3/31,Phoenix,4.9,0,,68,79,55
2020/3/31,SF,11.4,0,,56,65,51
2020/3/31,Seattle,10.5,0.03,0,43,50,39
2020/4/1,Atlanta,13.4,0,0,51,61,42
2020/4/1,Boston,12.1,0,0,36,43,31
2020/4/1,Chicago,6.9,0,0,43,53,38
2020/4/1,Honolulu,7.8,0.01,,74,81,67
2020/4/1,Houston,9.4,0,0,63,75,52
2020/4/1,LA,6.7,0,,63,69,57
2020/4/1,Miami,8.7,0.12,,79,88,72
2020/4/1,NYC,12.5,0,0,45,55,38
2020/4/1,Phoenix,6,0,,71,85,60
2020/4/1,SF,16.1,0,,55,60,49
2020/4/1,Seattle,6,0.01,0,43,52,39
2020/4/2,Atlanta,6.5,0,0,53,69,40
2020/4/2,Boston,17.7,0.13,0,42,47,39
2020/4/2,Chicago,4.9,0,0,46,61,34
2020/4/2,Honolulu,7.4,0,,74,82,66
2020/4/2,Houston,10.3,0,0,66,75,59
2020/4/2,LA,8.9,0,,63,69,59
2020/4/2,Miami,6,0,,74,81,67
2020/4/2,NYC,19.7,0,0,49,58,40
2020/4/2,Phoenix,8.1,0,,72,85,57
2020/4/2,SF,14.3,0,,53,63,44
2020/4/2,Seattle,9.6,0,0,43,51,37
2020/4/3,Atlanta,6.5,0,0,61,78,48
2020/4/3,Boston,25.5,0.83,0,43,45,41
2020/4/3,Chicago,6.5,0,0,55,70,46
2020/4/3,Honolulu,4.9,0,,75,80,68
2020/4/3,Houston,8.5,0.56,0,71,82,65
2020/4/3,LA,6.5,0,,62,67,54
2020/4/3,Miami,6,0,,76,83,71
2020/4/3,NYC,18.6,0.08,0,50,52,46
2020/4/3,Phoenix,6,0,,71,84,57
2020/4/3,SF,16.3,0,,53,62,47
2020/4/3,Seattle,12.1,0,0,43,50,37
2020/4/4,Atlanta,5.6,0,0,66,78,56
2020/4/4,Boston,13.2,0.04,0,41,44,39
2020/4/4,Chicago,7.6,0.06,0,48,52,37
2020/4/4,Honolulu,4.9,0,,75,83,69
2020/4/4,Houston,10.3,0.78,0,61,68,54
2020/4/4,LA,7.8,0,,60,67,55
2020/4/4,Miami,5.1,0,,77,85,72
2020/4/4,NYC,8.9,0,0,52,60,46
2020/4/4,Phoenix,6.7,0,,71,84,57
2020/4/4,SF,11,0.29,,53,59,49
2020/4/4,Seattle,8.1,0,0,42,56,35
2020/4/5,Atlanta,3.4,0,0,68,80,59
2020/4/5,Boston,8.3,0,0,43,54,39
2020/4/5,Chicago,8.5,0,0,42,52,35
2020/4/5,Honolulu,4.9,0,,76,83,69
2020/4/5,Houston,7.4,0,0,62,74,58
2020/4/5,LA,9.8,0.06,,60,65,57
2020/4/5,Miami,5.8,0,,78,84,72
2020/4/5,NYC,6.3,0,0,52,64,47
2020/4/5,Phoenix,7.8,0,,73,86,58
2020/4/5,SF,9.6,0.41,,53,58,47
2020/4/5,Seattle,11.2,0,0,48,56,44
2020/4/6,Atlanta,6.3,0,0,70,83,58
2020/4/6,Boston,10.3,0,0,50,62,44
2020/4/6,Chicago,5.8,0.01,0,47,64,35
2020/4/6,Honolulu,5.8,0.34,,76,80,71
2020/4/6,Houston,5.8,0.27,0,69,77,64
2020/4/6,LA,9.6,1.22,,59,62,56
2020/4/6,Miami,8.3,0,,79,87,74
2020/4/6,NYC,8.9,0.06,0,55,66,48
2020/4/6,Phoenix,9.4,0,,72,85,58
2020/4/6,SF,5.8,0.66,,49,51,44
2020/4/6,Seattle,4,0,0,49,60,39
2020/4/7,Atlanta,6.7,0,0,70,78,62
2020/4/7,Boston,8.7,0,0,52,62,46
2020/4/7,Chicago,7.8,0.04,0,63,80,51
2020/4/7,Honolulu,6.3,0,,75,83,69
2020/4/7,Houston,5.1,0,0,77,87,72
2020/4/7,LA,8.3,0.26,,59,66,53
2020/4/7,Miami,9.4,0,,80,87,76
2020/4/7,NYC,8.9,0,0,58,66,53
2020/4/7,Phoenix,8.1,0,,71,84,56
2020/4/7,SF,9.4,0,,49,64,43
2020/4/7,Seattle,6.5,0,0,48,56,40
2020/4/8,Atlanta,8.5,0.01,0,68,81,62
2020/4/8,Boston,7.2,0.07,0,46,48,42
2020/4/8,Chicago,8.1,0.22,0,61,74,48
2020/4/8,Honolulu,5.8,0.59,,76,81,68
2020/4/8,Houston,4.7,0,0,79,88,72
2020/4/8,LA,7.4,0.01,,55,62,51
2020/4/8,Miami,6.7,0,,81,92,75
2020/4/8,NYC,6.9,0.23,0,55,63,49
2020/4/8,Phoenix,9.8,0,,72,83,58
2020/4/8,SF,8.1,0,,55,62,50
2020/4/8,Seattle,8.9,0,0,50,63,39
2020/4/9,Atlanta,11.6,0.19,0,70,78,62
2020/4/9,Boston,14.1,0.64,0,44,48,41
2020/4/9,Chicago,17.9,0,0,46,50,36
2020/4/9,Honolulu,6.3,0,,74,81,66
